"age","currentCreditScore","gender","totalCustomerTimeWithUs","numProducts","hasCreditCard","income","currentBalance","education","dependents","originalCreditScore","hasPersonalLoanAccount","mobileOrLandline","paperless","RBArateNow","RBArateAtOrigination","originalHPI","currentHPI","originalLTV","currentLTV","originalTimeToMaturity","originalInterestRate","currentInterestRate","principle","investmentProperty","firstHomeBuyer","timeSinceOrigination","monthlyMinimum","offsetAccountSize","maxMonthsLateInARow","averageRepaymentRatio","numberOfMissedPayments","externalRefinance","originationChannel","inbound_calls","outbound_calls","avg_dur_inbound","avg_dur_outbound","inbound_emails","outbound_emails","inbound_texts","outbound_texts","website_views","pricing_views","numberStatementsPrintedRecently","pri_contact_meth","lendureTenure","lenderLoanComposition","lenderImpliedChurnChance","churn"
35,685,"Male",9,1,1,167033.83,410516.707988053,8,0,547.72077645225,0,0,0,3,6.5,230,202.19500326431,29.6570619268657,76.6063613932686,23,6.64075971557759,6.07938275951892,7854985,1,0,6,52911.2800108407,0,1,1.15292490702122,3,TRUE,0,0,2,3,5,0,4,1,2,0,3,0,2,6.29901374555976,0.075920502822752,-1.50478033524523,0
32,702,"Male",8,1,1,126082.18,493454.038533953,10,0,458.738405684772,0,0,0,3.75,4.25,87.1080916610802,112.990421120127,142.338508064046,47.9188546983627,33,4.64743034378625,6.26964042941108,7855903,0,1,17,47015.5532799604,0,1,0.853783500986174,1,TRUE,1,2,0,1,1,1,0,1,1,3,1,2,2,6.63360120489812,0.344002904144324,1.46922432538193,1
43,708,"Female",0,1,1,181499.77,299818.714418573,10,0,781.692671224959,0,0,0,8.5,8.25,230,252.31214874766,4.19158489782682,170.110794237472,34,8.68613373907283,11.8010588013567,9629101,1,0,10,96474.4887098573,160226.395492531,0,1.23870241176337,0,TRUE,0,1,0,1,2,1,0,2,0,1,0,0,1,5.59530690405622,0.172940330178401,4.10035965110778,1
55,653,"Male",7,2,1,41967.03,494410.36714799,8,0,408.615254572804,1,1,0,1.5,4.25,230,178.852882913745,15.6999789537623,19.1599138771555,25,4.33463319926523,4.02365452307276,2624367,0,0,23,13886.6755435405,0,0,1.19186985003762,0,TRUE,0,0,0,0,0,0,0,0,0,0,2,2,1,6.95944378563822,0.163232774657226,-2.51578828925518,0
37,654,"Male",2,2,0,186300.59,373283.52113578,4,0,752.394250372397,1,0,0,3.5,6,218.861401815124,133.785156756155,26.9643358405167,113.738015692455,38,5.73139845440164,6.19722055434249,5595722,1,0,1,31948.5818786308,0,1,0.76025249203667,1,TRUE,0,0,2,2,3,0,2,0,1,1,0,1,0,6.31013990256753,0.213187761590311,4.74693808208362,0
33,596,"Female",1,1,1,85412.54,443823.101916324,2,0,548.312720220843,0,0,0,4.75,3.75,229.694800035233,160.548714957742,25.082630215913,93.4929350234287,34,4.09884094586596,8.03214058093727,2455147,0,1,22,17590.0264869936,0,1,0.987730891862884,1,TRUE,1,0,2,5,2,2,0,3,0,1,2,1,1,6.86524127417782,0.233026887745121,-0.127917647767392,1
31,549,"Female",9,2,1,23343.18,464226.825637596,9,1,785.810655225736,1,0,0,8.5,5.75,224.830447394305,316.707634070472,0,25.4714507081283,30,6.17057557753287,11.0670376496855,2525455,0,1,4,24178.5136632253,0,3,1.0141815611627,3,TRUE,1,0,3,4,4,0,1,1,2,0,2,1,2,6.46946681142292,0.174824473648887,6.92961460827845,1
38,754,"Male",2,2,1,180698.32,418437.836692978,8,0,488.780513725161,1,0,0,6.25,9.5,133.675526478811,284.910007134925,81.4056075063756,0,29,9.35422004014254,8.96745325927623,1207146,1,0,4,9751.78059223401,266165.438751114,1,1.11005094116554,4,TRUE,0,1,4,3,1,0,6,0,1,2,0,1,0,6.93641405384509,0.312581239451859,2.877341142696,0
25,815,"Female",8,1,1,136071.05,623015.328881082,4,1,605.886692739638,0,0,0,8,4.25,177.99119914886,222.717761151573,134.132978708947,161.502241593011,31,4.70837053959258,10.7199157492723,1303648,0,1,10,12087.9344425686,290800.289852788,4,0.922708182036877,9,TRUE,1,2,8,5,1,0,13,1,0,1,1,0,2,6.6287923068837,0.362096230939419,-3.96468945353571,0
52,556,"Female",9,1,1,175149.2,464162.851221793,2,0,464.077407357953,0,1,0,1.5,3.25,230,263.502755863717,0,187.706010629017,34,3.45737070520408,4.6884335919749,3627754,1,0,10,17800.1556754541,49587.2365857234,3,1.02633415861055,3,TRUE,0,0,2,2,3,0,4,0,3,1,0,3,0,5.61188122891825,0.203676678897274,-2.0486087514787,0
32,706,"Male",6,1,1,146949.74,296269.294250947,8,0,569.43658645801,0,0,0,2.75,3.75,230,199.80040177949,154.235014062201,256.709647199835,26,3.26749495090917,5.98296714085154,1282500,0,1,3,8113.41626828598,50557.6156568848,1,1.05683518061414,3,TRUE,1,0,1,3,2,2,5,1,1,1,1,0,0,4.93550676288573,0.132130013719623,-4.08667965726776,0
46,850,"Male",9,1,1,88920.68,494936.870450699,10,0,917.54870567521,0,0,0,7.25,6,195.982101487355,211.371468961348,68.6848619794794,16.6580535616025,25,5.8568328730762,10.4827320673503,33651,0,0,13,317.311660230465,0,2,1.19679464506917,2,TRUE,0,0,0,1,3,1,1,1,0,1,0,2,1,6.711276020519,0.0863957023016416,-1.41938685942614,0
33,732,"Female",8,1,1,45098.62,429959.616483075,6,0,849.219125917593,0,0,0,1.75,1.5,104.436837409613,283.862299897256,55.6788556131548,161.679191729002,37,1.83887914381921,5.01064458955079,544812,0,1,2,2699.27585991725,412017.421935242,0,1.11781059755012,0,TRUE,1,0,0,6,1,2,0,1,0,0,2,0,2,7.25905275962232,0.16483616842194,-4.72756992488422,0
40,614,"Male",6,1,1,20339.79,448473.434668486,10,0,854.676334809258,0,0,0,4,8.5,230,164.717454537677,130.549454278824,90.9095657202335,36,8.44598049577326,7.1995632504113,861743,0,0,3,5592.1508034851,0,0,1.13210876607336,0,TRUE,0,1,0,4,6,1,0,2,1,1,0,2,2,6.32082110270401,0.162880793629225,5.91143467820615,1
57,580,"Female",0,1,0,108528.74,371586.339452083,10,0,867.208606420138,1,1,1,3.75,3.5,170.661251040749,188.913508756374,90.7110686988872,101.835260571861,21,3.62715020379983,6.94939798209816,648830,0,0,3,4901.24663732939,0,0,0.720641250442713,0,TRUE,0,1,0,3,2,2,0,2,1,1,1,1,2,5.13818217415753,0.0730242804240488,0.907919647067647,1
46,593,"Female",7,1,1,145560.38,581821.670167783,5,0,109.134150511485,0,0,0,4.75,8.25,188.486409633823,301.58109719772,0,164.599694314124,35,7.87062090728432,7.50610678642988,2773553,0,0,1,18712.5741942343,0,2,0.979642652440816,2,TRUE,0,0,0,4,1,0,4,1,1,1,0,0,1,8.01413625708288,0,-1.33747506957366,0
25,653,"Female",2,3,1,199357.24,449513.65815926,10,1,496.767140650605,1,0,0,4.5,4,180.695557177755,190.959309838199,43.0719194679556,132.495316601242,35,4.31365925469436,7.67894608899951,774080,1,1,1,5318.41964665047,0,1,1.13091946551576,2,TRUE,1,1,3,4,2,1,4,1,2,1,2,1,0,4.52172387354166,0.126693452924204,1.36278907205602,1
29,746,"Female",4,1,1,43106.17,483155.507196033,10,1,416.829618414266,0,0,0,5.25,5.5,230,151.842503215181,61.9343305780565,158.69488554332,31,5.50992024620064,8.74891995894723,166481,0,1,2,1301.0057314001,0,0,1.09566141841933,0,TRUE,1,1,0,0,2,2,0,2,0,0,0,2,0,4.39609591577923,0.0722193020948809,-1.18459544268601,0
29,662,"Female",10,2,1,137508.31,376199.945880409,8,1,1125.7652229725,1,0,0,5.25,4.25,230,213.392522937425,7.3038578520821,148.701181792631,26,4.19151324010454,8.42631325148977,1627282,0,1,2,12877.7473050756,0,1,1.14967079418711,1,TRUE,1,0,1,1,1,0,0,2,0,0,1,0,1,6.873942152839,0.201495437387246,-0.543010371803097,1
31,573,"Male",2,2,1,91957.39,440446.029974035,9,1,884.540938923432,1,0,0,8.75,2.75,215.346448615022,258.328521510515,15.6747572217137,326.579536572477,40,3.04493846883997,11.6234243260697,2019647,0,1,1,19755.9727865582,0,2,1.12693794961087,2,TRUE,1,0,3,1,2,2,0,3,0,0,2,3,1,7.07600566623211,0,5.17097152234877,1
39,684,"Female",4,1,1,120612.11,383385.072143775,7,0,539.118407736095,0,0,0,7,6.5,222.763667150472,227.491680035947,0.238642702936254,218.335841369074,34,6.07504373067059,10.3977930312976,4004307,0,0,7,35754.9327129702,57407.2888523551,0,0.794008474983275,0,TRUE,0,1,0,1,0,1,0,1,1,0,0,1,1,6.66291310469222,0.309128612479025,9.26156765802362,1
41,793,"Female",3,1,1,102921.17,802925.48247854,6,0,1058.86322806226,0,0,0,2,4,222.082430867667,184.304278697823,78.4383483789467,74.2694006738528,36,3.74720793124288,4.8169415036682,15285915,0,0,8,74571.5397545681,539011.38659221,2,1.13700825097039,2,TRUE,0,1,1,2,2,1,1,0,2,0,2,2,0,6.96094915972169,0.202376428379778,1.16017050558992,0
49,798,"Female",5,1,1,31686.33,402579.6158023,10,0,364.845890933003,0,0,0,9.25,8.5,230,108.525511225172,31.772430921122,80.9833849773039,25,8.82409581751563,12.576962956693,3391858,0,0,5,37178.1953246417,0,0,0.984541056631133,0,TRUE,0,1,0,7,2,2,0,0,0,0,3,1,0,3.30303459257921,0.0772204830065495,-6.9935521658758,0
40,524,"Male",2,1,1,180002.42,598607.723119334,10,0,678.992653205652,0,0,0,2.25,2.25,196.181349292457,133.012127893083,47.4386363148142,156.561189552773,39,1.7547587309964,5.34578436450101,1465466,1,0,9,7460.17899674021,561363.981147765,2,1.02762136692181,4,TRUE,0,1,3,3,3,1,4,2,0,0,1,1,2,6.65428403748005,0.328421029002218,3.53656952569334,1
31,816,"Male",8,2,1,28407.4,512144.749632756,9,1,271.355406839044,1,0,0,7.5,6.25,189.494238176229,274.718806766874,6.1693062301355,158.715198099629,36,6.7118411581032,10.1238643992692,6581913,0,1,5,57042.2596105815,321808.796042267,1,0.918428181111813,1,TRUE,1,1,2,2,2,3,1,1,1,1,2,4,0,5.72734258962235,0.280633652915352,-3.19653106047959,1
41,742,"Female",4,1,0,73743.95,305298.190958564,8,0,889.376346156109,1,0,0,2.25,8,147.022657055621,176.879546578989,9.79440755108727,116.242149181051,39,7.70937487529591,5.6842801310122,1656708,0,0,2,8812.85680412317,27862.0132277509,0,1.04290357255377,0,TRUE,0,3,0,4,3,1,0,3,1,1,0,1,2,4.87701230371035,0.144405340425761,-2.07546286099581,0
22,540,"Male",4,3,1,186233.26,356620.344964161,9,1,683.823900431424,1,0,0,7.75,5.75,180.985659248228,373.209361670061,126.69068308166,47.8163415564635,33,5.50448097684421,10.8412647717632,923886,1,1,1,8590.67342848508,62848.3297594387,3,1.03469844930805,4,TRUE,1,1,2,0,0,1,3,0,2,3,1,2,1,5.75754731297047,0.0836245343437381,-1.24729854151565,1
39,537,"Male",3,1,1,31728.86,306388.533511001,5,0,477.826232500657,0,0,0,3,3,215.607039696705,200.77830002561,40.7844309216415,68.3152775658919,42,3.25124621856958,6.16982569755055,8235434,0,0,4,45796.6241473243,0,2,1.04961897637695,2,TRUE,0,1,2,2,0,1,0,2,2,2,1,0,0,6.67834697300192,0.118910800371244,-1.17878002039174,0
74,759,"Female",6,1,1,48244.64,463426.384804602,4,0,574.728251309848,0,1,1,3.5,3,221.875215212962,294.442200189105,78.3756803819268,173.326973181231,28,3.00823092111386,6.79430723050609,392102,0,0,6,2611.86153232862,0,0,0.916457463102415,0,TRUE,0,0,0,2,3,0,0,0,3,0,0,1,2,4.86871332917279,0.345599364844742,-1.20332764292342,0
52,774,"Female",2,1,1,113266.28,675855.144673616,0,0,853.575284937322,0,1,0,4.25,7.25,230,140.512557725564,67.0713797593148,71.8781397458863,48,6.75681594060734,6.88656985596754,4570143,0,0,1,27235.6311334258,0,2,0.840198171278462,2,TRUE,0,1,2,0,2,1,1,2,0,0,0,1,0,6.73294983156861,0.252374102767618,2.13667800834508,0
42,608,"Male",8,2,1,71178.09,583467.041701529,4,0,499.924140886519,1,0,0,5.25,7.75,188.83388577223,182.998931702369,110.439044018423,110.999049643512,35,7.72539080167189,8.39637198648416,2086207,0,0,3,15421.8622409643,0,1,1.29640097604133,1,TRUE,0,1,1,2,0,0,2,2,0,0,3,0,0,5.80862355169637,0.247393889505908,1.01099714290379,0
37,704,"Male",4,2,0,25684.93,371226.882385882,6,0,473.692171079446,1,0,0,4.5,7.25,128.153474363127,116.502544670347,34.7940160422438,15.529395819074,38,6.77133999415673,7.67156617040746,15361,0,0,6,103.884797928253,100768.277851778,1,1.21297680712305,2,TRUE,0,4,2,0,1,2,2,0,0,2,2,1,0,7.00380226701235,0.185831216739642,0.548716862630854,0
41,581,"Male",8,2,0,29737.14,448888.326536764,6,0,609.970927833528,1,0,0,8,7.25,122.145751301771,243.146126151172,73.3108584854443,68.3096963162898,34,6.88842361187562,10.8825221536681,9767883,0,0,3,90866.8664918643,0,0,1.19081624438986,0,TRUE,0,2,0,0,1,1,0,1,0,0,2,2,0,3.22140065808452,0.333083836705228,2.30037420831829,1
61,628,"Female",1,1,1,149922.38,476779.938859154,7,0,631.010706056832,0,1,1,10,2.75,218.634507193816,136.935766273624,43.031704885991,86.6019024488176,36,2.67948830546811,13.1644271770492,1165859,0,0,1,12905.7083353932,0,0,1.28782606753521,0,TRUE,0,0,0,1,1,1,0,0,0,0,1,0,0,6.79596325700774,0.0477847147606989,-1.13081842884496,0
42,566,"Female",6,1,1,180702.12,458105.482121599,3,0,988.355969556971,0,0,0,1.75,4.25,169.496635496302,172.607705460274,0,0,26,4.63563199015334,5.01324066752568,386584,1,0,4,2219.46791320512,0,0,1.09971969383769,0,TRUE,0,2,0,5,1,2,0,2,0,0,0,0,2,6.00720090897894,0.396063733403911,-4.19810921967144,0
59,701,"Male",7,2,0,27597.59,326015.264333845,6,0,544.863481323514,1,1,1,4.25,8.75,230,193.169913411806,116.615681958397,0,29,8.92543573165312,7.74373853672296,2363491,0,0,6,17072.1386424162,0,1,1.01874590306543,1,TRUE,0,1,0,2,1,2,1,3,1,0,1,1,2,5.97473229563611,0.245605717020558,-1.86885050188331,0
29,735,"Male",10,2,1,95025.27,524760.185986047,1,1,1125.29242662713,1,0,0,8.25,3.75,215.504647920228,159.092073636,57.0096738055366,121.180378289055,41,3.89223808352835,11.7256726087071,553034,0,1,1,5449.47552526998,0,1,1.25373065760359,1,TRUE,1,0,0,3,1,1,2,0,2,2,2,0,0,6.76366820625667,0.295347203584493,1.13585341120292,1
34,680,"Female",1,2,1,167035.07,445604.243817991,2,0,641.144215122863,1,0,0,9.25,7.5,194.454929474242,114.409751682886,51.0560920572581,125.360840053799,27,7.99129750719294,12.1815163455904,3798942,1,1,5,40083.8101014508,0,0,0.919442249182612,0,TRUE,1,0,0,4,0,0,0,1,1,0,1,0,1,7.2522671148178,0.105423472887588,6.32062503800295,1
57,560,"Male",0,2,0,116781.71,412179.286273733,1,0,574.948034607588,1,1,1,9.25,6.75,230,122.659466553088,98.4067899516115,108.846918807259,29,6.50184530508704,11.8677824169863,231357,0,0,1,2365.07970284258,0,1,0.846205160114914,1,TRUE,0,0,2,1,3,3,2,2,1,5,0,2,1,5.53534242338488,0.167761696148327,-0.779668002023025,0
29,663,"Female",4,2,0,21170.81,624934.643368153,10,1,797.246940835144,1,0,0,9.25,10,149.908057869828,159.454158117102,0,86.793997850456,40,9.8386079762131,12.7231840696186,1831176,0,1,1,19539.0028658964,0,5,1.00854505049065,5,TRUE,1,1,1,3,1,2,5,0,1,1,1,0,2,4.58756265519102,0.161134071918112,-11.1199782414205,0
34,665,"Female",5,1,1,29641.58,412359.345987262,10,0,639.58099622892,0,0,0,8.75,4,150.141159300761,152.250191996815,107.79967368571,105.859691968997,40,4.16200410877354,11.3012381228618,1373876,0,1,5,13084.1978926813,0,1,0.800704109249637,1,TRUE,1,0,2,3,2,2,0,1,1,2,0,1,0,6.18910415178816,0.0820921398073231,-3.47730584002915,0
51,758,"Male",8,1,1,116520.07,358875.846828271,7,0,706.618761931009,0,1,1,4.5,3.5,209.226937986635,24.414392637235,0,101.443740539475,31,3.34914761711843,7.30902010691352,3637496,0,0,5,24739.8365711903,0,1,0.745882630022243,1,TRUE,0,1,1,1,1,1,2,0,2,2,0,0,1,6.10771610103445,0.150020935762759,-7.20266440797207,0
26,621,"Male",2,1,0,44220.4,493804.980134973,5,1,313.053372245602,1,0,0,4,2.75,154.711074990969,83.4747992332622,98.7779604094179,0,34,3.17396372673102,7.2904875150416,1947959,0,1,5,12926.6580995064,0,1,0.899547858722508,1,TRUE,1,3,1,1,1,3,4,0,4,0,0,1,0,4.22292867832364,0.121541080546951,-2.78818729809158,0
28,764,"Male",10,1,1,166188.28,584303.987848134,8,1,548.612030162911,0,0,0,7,7.25,230,280.39854151564,57.88637249903,0,37,7.2828117639292,9.59900536667556,2317617,1,1,13,19094.3923413735,0,1,0.916964552178979,1,TRUE,1,3,0,5,2,1,1,1,2,0,1,1,2,5.85173160932708,0.107015057472867,4.86397158085235,1
46,537,"Female",5,1,0,140857.76,472106.533496782,10,0,335.845904250401,1,0,0,2.75,8,144.647231883626,180.945891634699,182.025392783626,106.857863371333,21,7.75440949923359,5.31186152598821,1071933,0,0,3,7066.87345699337,0,2,0.947718796925619,2,TRUE,0,4,4,4,4,3,4,0,1,1,1,1,0,7.93961831575653,0.291738716954274,1.33417418308022,1
46,589,"Female",10,2,1,37024.28,424396.748486274,3,0,759.584571297109,1,0,0,8.25,1.75,167.599030120512,221.765950822482,24.1693067074938,72.7212249494011,33,1.58423191145994,11.0681944524404,1094279,0,0,8,10366.3745457251,96144.3416262495,1,1.18107799561694,1,TRUE,0,2,0,0,1,0,3,2,0,2,0,2,1,5.12168979805627,0.105371917126444,6.60104493104433,1
24,555,"Male",5,2,1,27513.47,428691.035479376,3,1,943.777524506115,1,0,0,2.5,8.25,180.860632174845,164.292235015838,143.043832050581,172.888251736645,38,7.90928216953762,5.13257211213931,1473884,0,1,7,7354.30457011689,237609.947309301,1,0.952743179025128,1,TRUE,1,0,0,2,2,2,0,0,2,2,0,2,2,6.03970164513651,0.246953454746309,3.20024450399705,0
29,734,"Female",0,1,1,17744.72,334853.920852227,2,1,223.490095249954,0,0,0,5.25,9.75,150.616254381628,102.254701114855,175.935756108835,113.348035655974,39,10.0815370534547,8.5132742554415,44568,0,1,2,328.185618102193,0,0,0.937017736118287,0,TRUE,1,0,0,2,1,1,0,0,0,0,0,0,1,5.07757591500319,0.171690503117828,2.45566241557107,0
59,783,"Female",9,1,1,4423.63,463793.825697996,8,0,632.413193599297,0,1,1,1.5,6.25,230,141.210150666938,71.6430881844574,10.4227557190584,33,6.74964830372483,4.11132856365293,1295359,0,0,5,5981.96676004707,0,2,0.792469836259261,2,TRUE,0,2,3,5,2,1,1,0,1,2,2,1,2,7.5697975882087,0.315857112999228,-2.96119461089211,0
51,678,"Female",1,1,0,109718.44,299504.026291712,9,0,683.859132379049,1,0,0,8,7,230,286.677450477692,177.977302297845,0,31,6.7964123855345,11.0270573638845,916209,0,0,17,8709.08559153355,286940.592909359,1,1.16678957524709,1,TRUE,0,1,1,0,2,1,1,2,0,0,1,2,2,6.63162415875943,0.329266282771449,5.27445892416154,1
47,661,"Male",5,1,0,107243.31,374466.699766213,4,0,734.729157320214,1,0,0,8.5,3.5,230,193.429964573347,18.6363264677887,114.57763814331,34,3.43473737966269,11.3608455401845,984257,0,0,12,9522.06753377205,0,1,0.989939037058502,1,TRUE,0,1,1,6,2,0,1,3,0,0,0,0,0,5.64123366777804,0.25210413167486,-8.2705883177033,0
25,607,"Female",4,1,0,115288.24,786940.789516086,7,1,725.631528632009,1,0,0,2.75,10,147.708640411375,229.095396702263,23.5804249659832,26.1780684919041,20,10.0954498786014,5.8090155783575,2856084,0,1,3,20148.4399714753,0,0,0.870466309506446,0,TRUE,1,1,0,3,0,0,0,1,1,1,0,5,0,4.94861504642151,0.0424924029577151,-7.22657586950316,0
38,537,"Female",1,2,0,41233.97,594949.457248189,6,0,949.982186084312,1,0,0,8.5,7,230,287.521472287939,36.4934231815068,72.2360244163006,32,7.36079690256156,11.0504839166533,626105,0,0,1,5941.50611226821,437662.57352249,0,1.17851618146524,0,TRUE,0,1,0,2,0,1,0,0,1,0,0,0,2,6.11566518349375,0.298909281323998,3.45230064752358,0
88,513,"Male",10,2,1,52952.24,577738.486490413,5,0,588.097055287865,1,1,1,2,5.5,230,221.757156048455,46.8923646821393,271.439759264775,24,5.22620261111297,5.4739402863197,3210248,0,0,2,20049.6065815049,0,1,1.23968388177454,2,TRUE,0,1,2,1,5,0,0,2,1,0,3,1,2,4.76612080332634,0.334320825523558,3.26429063395527,0
63,576,"Male",9,1,0,78955.8,378473.348297628,7,0,841.134172609073,1,1,1,2.25,6,213.038541243932,252.722546112596,0,153.289651376228,44,5.84695150097832,5.29800820397213,2983772,0,0,5,14599.5516944941,210293.989036195,0,0.912970793247223,0,TRUE,0,2,0,1,2,0,0,1,1,2,0,1,2,7.33304042533644,0.333604764213082,3.98857999114726,0
41,660,"Male",1,1,1,26025.6,536066.770192147,8,0,797.90512551076,0,0,0,2.25,4.25,230,196.009200107146,32.8597262438774,184.936736746872,50,4.74515939690173,5.02454782114364,3678673,0,0,1,16769.9788284566,446182.052752378,7,0.762197542982176,7,TRUE,0,0,3,2,4,2,7,1,0,0,2,0,0,2.89128255211603,0.225159549225885,5.29099451955099,0
40,637,"Male",8,1,1,174536.17,547643.562067264,9,0,511.187471451251,0,0,0,8.75,6.25,230,134.842991346122,74.7915539314227,72.6505533205539,28,6.56287595489994,11.6778211763594,3677184,1,0,3,37222.1023315697,401706.150112728,0,1.13988489639014,0,TRUE,0,1,0,2,1,2,0,1,2,0,2,1,1,5.22717967040041,0.0663173980387224,-0.392894280422674,1
53,672,"Female",9,4,1,147311.47,453616.933163108,9,0,907.997889747212,1,1,1,8,1.75,216.990757775094,146.296054703863,179.700505042098,99.9734187939642,43,2.09520514914766,10.7120632515289,539259,0,0,1,4863.40150812243,414579.626649779,1,1.0973574783653,2,TRUE,0,1,2,2,1,0,4,2,0,0,5,0,2,6.78675613046403,0.0088651145673094,0.550781937747614,1
32,629,"Male",2,2,0,77965.44,398427.412870061,5,0,1133.93672182387,1,0,0,6.75,2.25,230,211.957969029636,0,69.1797075455631,31,2.56595472129993,9.3098950937856,80921,0,1,2,665.343786485591,0,1,1.08009318984114,1,TRUE,1,0,1,0,2,2,1,1,2,3,0,2,1,6.96112479544123,0.094616774081361,-3.49532848168831,0
40,583,"Male",4,1,1,5635.63,459206.642266814,8,0,490.836046137454,0,0,0,8.5,9.25,230,162.65765600595,77.7695076460798,92.3412606132776,33,9.47573853074573,11.1935799452476,219199,0,0,13,2097.7683028462,0,0,0.780510194832459,0,TRUE,0,0,0,5,2,1,0,3,1,1,3,0,2,5.24530366276622,0.228713125919527,2.20925185190127,0
32,763,"Female",10,1,0,81310.1,544527.545687858,6,0,857.1789228961,1,0,0,9.25,3.5,170.895994459331,89.55458576285,63.7770551791616,177.762692378019,28,3.86718460824341,12.4957767406013,533753,0,1,9,5734.58818191902,336637.96665048,2,0.851139029255137,2,TRUE,1,2,2,3,1,1,0,2,1,1,1,0,2,6.56119472044476,0.112775835084179,-1.50229622338344,0
32,516,"Male",3,2,0,111421.45,531558.675718477,8,0,701.355735971569,1,0,0,2.25,10,230,175.084943765777,40.0450719359138,138.520512477434,31,9.71458772197366,5.29329523583874,181950,0,1,7,996.397080105026,0,0,0.828907683445141,0,TRUE,1,1,0,0,1,3,0,3,0,1,0,2,0,5.80589920999634,0.118929839413707,2.12823160513142,1
27,617,"Female",4,2,0,190269.21,546617.920649851,9,1,761.083510747339,1,0,0,1.75,5.5,230,263.179442837092,156.387029186631,129.764828805404,32,5.58558123093098,4.5012541692704,883849,1,1,5,4347.84880772516,482154.654202246,3,0.749373908666894,5,TRUE,1,1,6,6,0,2,1,2,0,1,2,3,2,4.83475895029054,0.208274504025059,-1.8108890434235,1
38,700,"Male",9,1,1,100950.48,318674.417401112,4,0,838.808882692844,0,0,0,1.5,7.5,195.47849594137,103.942633013584,4.21892958248682,240.521836972651,45,7.43365931138396,4.58350310707465,914161,0,0,1,4002.54759867397,0,2,0.741809490276501,2,TRUE,0,2,2,3,2,1,2,0,3,0,1,1,0,6.23579742147741,0.219776402801111,-7.74226339194936,0
36,727,"Male",6,1,1,113033.73,418664.780688487,7,0,822.89150320428,0,0,0,3.25,9.5,214.656883066367,175.619886398407,0,117.802056502243,28,9.48469552514143,6.1774183427915,13482,0,0,7,84.4456124912464,0,0,0.73540610615164,0,TRUE,0,1,0,0,1,1,0,0,4,0,0,1,0,7.09387436304362,0.0853471386641074,-1.60511420749902,0
31,689,"Female",3,1,0,120663.57,443118.860078924,7,1,666.782118408697,1,0,0,1.5,6.75,230,161.48527682263,111.88490692023,103.59039346687,34,6.99101688130759,4.79696144163609,1156220,0,1,6,5751.39840764352,367428.056500073,0,0.942209077207372,0,TRUE,1,1,0,2,0,1,0,0,0,0,0,0,0,6.12316244125834,0.269739493690373,1.88835991359746,0
49,626,"Male",9,2,1,187192.23,383033.219438796,9,0,615.840827619826,1,0,0,4.25,9.5,111.936105795737,252.038775570008,146.839601332891,121.804314197951,38,9.55824350006878,7.23396427603438,1373427,1,0,4,8850.54397211557,161624.161182534,0,0.962936858925968,0,TRUE,0,1,0,1,4,1,0,1,1,1,3,0,1,4.77567095164778,0.123063238664991,-1.86484683863691,1
38,686,"Male",6,1,1,97825.23,403831.945489499,1,0,576.148738758954,0,0,0,2.5,5,173.652883918508,160.388040337349,121.974359156636,0,34,5.31183774629608,5.10449736961164,896726,0,0,1,4634.56519472753,0,0,1.22088396167383,0,TRUE,0,2,0,1,3,1,0,3,0,0,0,0,0,6.8720514270039,0.229388237479318,1.91874351396813,0
57,351,"Female",4,1,1,169621.69,550172.244696939,6,0,835.140257770981,0,1,1,7.75,4.25,118.777017719141,228.130803710194,0,247.741376701021,33,4.50271606212482,10.7168514938094,817447,1,0,8,7522.86227898428,0,0,0.700071961712092,0,TRUE,0,3,0,2,5,0,0,1,0,0,1,2,2,6.1854319430449,0.113337986654955,4.36175138882302,1
37,739,"Female",8,2,1,191557.1,513077.201648205,4,0,756.654961795129,1,0,0,2,2,194.968652963581,172.4111217129,170.268094607684,75.0633005646915,24,1.57814059266821,4.96840823395178,1067051,1,0,1,6349.77531207896,279331.461536823,0,1.13542178287171,0,TRUE,0,0,0,3,2,2,0,0,1,0,4,0,1,6.43132066954714,0.0935711762240431,-0.0870115418428676,1
32,627,"Male",10,2,1,103287.62,683885.959140444,4,0,330.71575629952,1,0,0,9.75,3.75,170.713779966054,200.500841516347,0,103.674050366594,33,3.36007460858673,12.2562386805657,1228038,0,1,2,12770.9569825902,166689.972656438,1,1.04657113072462,1,TRUE,1,4,0,2,1,1,0,1,1,0,0,0,1,6.99269883383286,0.243591899178249,0.34391205796172,0
38,451,"Female",9,1,1,167538.66,368573.078587177,10,0,1008.05892607009,0,0,0,5.5,4.5,230,166.738927366032,115.881128728912,183.607501820631,34,4.9123962118756,8.75715660303831,214785,1,0,2,1652.48648359428,0,1,1.15769996535964,1,TRUE,0,1,2,2,1,2,0,0,1,0,3,1,0,5.75212671465121,0.208857940029888,-3.08377253361375,0
41,512,"Female",8,1,1,64869.32,440877.671918523,7,0,547.700412211707,0,0,0,7.75,6.5,220.545308120073,212.335944976129,110.886676257181,73.1026314032875,33,6.25063170841895,10.8796444833279,3372067,0,0,1,31454.4060835306,424941.202745288,1,1.0818117049057,1,TRUE,0,1,1,3,5,3,2,0,1,1,0,2,2,8.35791271603302,0.234007698910135,9.86941699631908,1
