"","eventID","caseID","eventType","eventTime","variable","value"
"3358","CALL.1.1030",1,"Call Received",2012-03-27 16:05:24,"Occurance","1"
"3359","CALL.1.1031",1,"Call Received",2012-03-29 08:16:12,"Occurance","1"
"3360","CALL.1.1032",1,"Call Received",2012-03-30 02:24:47,"Occurance","1"
"3361","CALL.1.1033",1,"Call Received",2012-03-30 14:11:25,"Occurance","1"
"3362","CALL.1.1034",1,"Call Received",2012-03-31 03:46:55,"Occurance","1"
"3363","CALL.1.1035",1,"Call Received",2012-04-02 23:39:43,"Occurance","1"
"3364","CALL.1.1036",1,"Call Received",2012-04-03 07:16:00,"Occurance","1"
"3365","CALL.1.1037",1,"Call Received",2012-04-03 19:03:58,"Occurance","1"
"3366","CALL.1.1038",1,"Call Received",2012-04-03 21:42:41,"Occurance","1"
"3367","CALL.1.1039",1,"Call Received",2012-04-04 00:56:45,"Occurance","1"
"3368","CALL.1.1040",1,"Call Received",2012-04-04 19:56:24,"Occurance","1"
"3369","CALL.1.1041",1,"Call Received",2012-04-05 10:07:34,"Occurance","1"
"3370","CALL.1.1042",1,"Call Received",2012-04-05 18:08:51,"Occurance","1"
"3371","CALL.1.1043",1,"Call Received",2012-04-05 23:05:45,"Occurance","1"
"3372","CALL.1.1044",1,"Call Received",2012-04-06 12:15:53,"Occurance","1"
"3373","CALL.1.1045",1,"Call Received",2012-04-06 23:08:20,"Occurance","1"
"3374","CALL.1.1046",1,"Call Received",2012-04-07 15:09:48,"Occurance","1"
"3375","CALL.1.1047",1,"Call Received",2012-04-08 01:04:23,"Occurance","1"
"3376","CALL.1.1048",1,"Call Received",2012-04-08 04:13:55,"Occurance","1"
"3377","CALL.1.1049",1,"Call Received",2012-04-09 22:00:33,"Occurance","1"
"3378","CALL.1.1050",1,"Call Received",2012-04-09 23:55:12,"Occurance","1"
"3379","CALL.1.1051",1,"Call Received",2012-04-10 13:12:19,"Occurance","1"
"3380","CALL.1.1052",1,"Call Received",2012-04-10 21:47:41,"Occurance","1"
"3381","CALL.1.1053",1,"Call Received",2012-04-11 00:57:09,"Occurance","1"
"3382","CALL.1.1054",1,"Call Received",2012-04-11 05:00:54,"Occurance","1"
"3383","CALL.1.1055",1,"Call Received",2012-04-11 10:59:11,"Occurance","1"
"3384","CALL.1.1056",1,"Call Received",2012-04-11 17:01:26,"Occurance","1"
"3385","CALL.1.1057",1,"Call Received",2012-04-11 22:33:31,"Occurance","1"
"3386","CALL.1.1058",1,"Call Received",2012-04-12 11:16:48,"Occurance","1"
"3387","CALL.1.1059",1,"Call Received",2012-04-13 02:04:58,"Occurance","1"
"3388","CALL.1.1060",1,"Call Received",2012-04-13 05:49:40,"Occurance","1"
"3389","CALL.1.1061",1,"Call Received",2012-04-13 19:21:56,"Occurance","1"
"3390","CALL.1.1062",1,"Call Received",2012-04-15 03:19:07,"Occurance","1"
"3391","CALL.1.1063",1,"Call Received",2012-04-15 15:42:04,"Occurance","1"
"3392","CALL.1.1064",1,"Call Received",2012-04-16 10:42:16,"Occurance","1"
"3393","CALL.1.1065",1,"Call Received",2012-04-17 00:32:16,"Occurance","1"
"3394","CALL.1.1066",1,"Call Received",2012-04-17 14:32:05,"Occurance","1"
"3395","CALL.1.1067",1,"Call Received",2012-04-19 02:16:40,"Occurance","1"
"3396","CALL.1.1068",1,"Call Received",2012-04-19 06:51:14,"Occurance","1"
"3397","CALL.1.1069",1,"Call Received",2012-04-19 11:17:53,"Occurance","1"
"3398","CALL.1.1070",1,"Call Received",2012-04-20 11:57:01,"Occurance","1"
"3399","CALL.1.1071",1,"Call Received",2012-04-21 22:36:54,"Occurance","1"
"3400","CALL.1.1072",1,"Call Received",2012-04-22 04:02:04,"Occurance","1"
"3401","CALL.1.1073",1,"Call Received",2012-04-22 17:45:48,"Occurance","1"
"3402","CALL.1.1074",1,"Call Received",2012-04-23 08:02:21,"Occurance","1"
"3403","CALL.1.1075",1,"Call Received",2012-04-23 11:54:52,"Occurance","1"
"3404","CALL.1.1076",1,"Call Received",2012-04-24 01:41:06,"Occurance","1"
"3405","CALL.1.1077",1,"Call Received",2012-04-24 02:59:33,"Occurance","1"
"3406","CALL.1.1078",1,"Call Received",2012-04-24 14:36:55,"Occurance","1"
"3407","CALL.1.1079",1,"Call Received",2012-04-25 00:22:14,"Occurance","1"
"3408","CALL.1.1080",1,"Call Received",2012-04-25 06:33:13,"Occurance","1"
"3409","CALL.1.1081",1,"Call Received",2012-04-26 04:35:35,"Occurance","1"
"3410","CALL.1.1082",1,"Call Received",2012-04-26 19:43:52,"Occurance","1"
"3411","CALL.1.1083",1,"Call Received",2012-04-27 14:43:43,"Occurance","1"
"3412","CALL.1.1084",1,"Call Received",2012-04-27 20:36:17,"Occurance","1"
"3413","CALL.1.1085",1,"Call Received",2012-04-30 15:22:14,"Occurance","1"
"3414","CALL.1.1086",1,"Call Received",2012-04-30 16:57:24,"Occurance","1"
"3415","CALL.1.1087",1,"Call Received",2012-05-01 17:32:30,"Occurance","1"
"3416","CALL.1.1088",1,"Call Received",2012-05-02 10:53:36,"Occurance","1"
"3417","CALL.1.1089",1,"Call Received",2012-05-02 20:03:46,"Occurance","1"
"3418","CALL.1.1090",1,"Call Received",2012-05-03 14:23:22,"Occurance","1"
"3419","CALL.1.1091",1,"Call Received",2012-05-03 23:58:36,"Occurance","1"
"3420","CALL.1.1092",1,"Call Received",2012-05-04 05:57:32,"Occurance","1"
"3421","CALL.1.1093",1,"Call Received",2012-05-05 00:44:52,"Occurance","1"
"3422","CALL.1.1094",1,"Call Received",2012-05-06 18:56:31,"Occurance","1"
"3423","CALL.1.1095",1,"Call Received",2012-05-07 06:15:54,"Occurance","1"
"3424","CALL.1.1096",1,"Call Received",2012-05-08 07:19:29,"Occurance","1"
"3425","CALL.1.1097",1,"Call Received",2012-05-09 08:07:20,"Occurance","1"
"3426","CALL.1.1098",1,"Call Received",2012-05-11 01:21:40,"Occurance","1"
"3427","CALL.1.1099",1,"Call Received",2012-05-11 02:19:29,"Occurance","1"
"3428","CALL.1.1100",1,"Call Received",2012-05-11 13:05:58,"Occurance","1"
"3429","CALL.1.1101",1,"Call Received",2012-05-11 16:47:18,"Occurance","1"
"3430","CALL.1.1102",1,"Call Received",2012-05-12 05:57:07,"Occurance","1"
"3431","CALL.1.1103",1,"Call Received",2012-05-12 10:51:09,"Occurance","1"
"3432","CALL.1.1104",1,"Call Received",2012-05-13 21:53:51,"Occurance","1"
"3433","CALL.1.1105",1,"Call Received",2012-05-14 06:10:19,"Occurance","1"
"3434","CALL.1.1106",1,"Call Received",2012-05-14 09:18:36,"Occurance","1"
"3435","CALL.1.1107",1,"Call Received",2012-05-15 15:49:51,"Occurance","1"
"3436","CALL.1.1108",1,"Call Received",2012-05-16 00:47:50,"Occurance","1"
"3437","CALL.1.1109",1,"Call Received",2012-05-17 08:18:33,"Occurance","1"
"3438","CALL.1.1110",1,"Call Received",2012-05-17 18:36:45,"Occurance","1"
"3439","CALL.1.1111",1,"Call Received",2012-05-17 19:07:30,"Occurance","1"
"3440","CALL.1.1112",1,"Call Received",2012-05-17 21:37:30,"Occurance","1"
"3441","CALL.1.1113",1,"Call Received",2012-05-19 08:25:48,"Occurance","1"
"3442","CALL.1.1114",1,"Call Received",2012-05-20 06:08:50,"Occurance","1"
"3443","CALL.1.1115",1,"Call Received",2012-05-20 22:23:56,"Occurance","1"
"3444","CALL.1.1116",1,"Call Received",2012-05-21 19:22:13,"Occurance","1"
"3445","CALL.1.1117",1,"Call Received",2012-05-21 19:45:17,"Occurance","1"
"3446","CALL.1.1118",1,"Call Received",2012-05-22 11:03:01,"Occurance","1"
"3447","CALL.1.1119",1,"Call Received",2012-05-23 15:24:56,"Occurance","1"
"3448","CALL.1.1120",1,"Call Received",2012-05-23 18:32:02,"Occurance","1"
"3449","CALL.1.1121",1,"Call Received",2012-05-24 03:10:27,"Occurance","1"
"3450","CALL.1.1122",1,"Call Received",2012-05-24 12:50:32,"Occurance","1"
"3451","CALL.1.1123",1,"Call Received",2012-05-24 22:08:19,"Occurance","1"
"3452","CALL.1.1124",1,"Call Received",2012-05-25 12:01:54,"Occurance","1"
"3453","CALL.1.1125",1,"Call Received",2012-05-25 19:16:26,"Occurance","1"
"3454","CALL.1.1126",1,"Call Received",2012-05-26 05:42:54,"Occurance","1"
"3455","CALL.1.1127",1,"Call Received",2012-05-28 01:30:51,"Occurance","1"
"3456","CALL.1.1128",1,"Call Received",2012-05-28 08:25:54,"Occurance","1"
"3457","CALL.1.1129",1,"Call Received",2012-05-28 08:35:42,"Occurance","1"
"3458","CALL.1.1130",1,"Call Received",2012-05-28 10:03:29,"Occurance","1"
"3459","CALL.1.1131",1,"Call Received",2012-05-28 10:49:56,"Occurance","1"
"3460","CALL.1.1132",1,"Call Received",2012-05-30 06:55:07,"Occurance","1"
"3461","CALL.1.1133",1,"Call Received",2012-05-30 10:59:45,"Occurance","1"
"3462","CALL.1.1134",1,"Call Received",2012-05-30 14:13:19,"Occurance","1"
"3463","CALL.1.1135",1,"Call Received",2012-05-31 18:09:23,"Occurance","1"
"3464","CALL.1.1136",1,"Call Received",2012-05-31 20:01:01,"Occurance","1"
"3465","CALL.1.1137",1,"Call Received",2012-06-01 08:50:28,"Occurance","1"
"3466","CALL.1.1138",1,"Call Received",2012-06-01 20:24:52,"Occurance","1"
"3467","CALL.1.1139",1,"Call Received",2012-06-02 14:44:19,"Occurance","1"
"3468","CALL.1.1140",1,"Call Received",2012-06-03 23:04:51,"Occurance","1"
"3469","CALL.1.1141",1,"Call Received",2012-06-06 00:40:44,"Occurance","1"
"3470","CALL.1.1142",1,"Call Received",2012-06-06 16:19:28,"Occurance","1"
"3471","CALL.1.1143",1,"Call Received",2012-06-06 21:53:30,"Occurance","1"
"3472","CALL.1.1144",1,"Call Received",2012-06-07 08:20:29,"Occurance","1"
"3473","CALL.1.1145",1,"Call Received",2012-06-07 12:06:01,"Occurance","1"
"3474","CALL.1.1146",1,"Call Received",2012-06-07 18:10:15,"Occurance","1"
"3475","CALL.1.1147",1,"Call Received",2012-06-07 23:02:40,"Occurance","1"
"3476","CALL.1.1148",1,"Call Received",2012-06-10 19:58:24,"Occurance","1"
"3477","CALL.1.1149",1,"Call Received",2012-06-10 20:06:58,"Occurance","1"
"3478","CALL.1.1150",1,"Call Received",2012-06-12 16:04:38,"Occurance","1"
"3479","CALL.1.1151",1,"Call Received",2012-06-14 23:18:41,"Occurance","1"
"3480","CALL.1.1152",1,"Call Received",2012-06-15 17:08:18,"Occurance","1"
"3481","CALL.1.1153",1,"Call Received",2012-06-15 21:11:19,"Occurance","1"
"3482","CALL.1.1154",1,"Call Received",2012-06-17 08:51:01,"Occurance","1"
"3483","CALL.1.1155",1,"Call Received",2012-06-17 20:58:17,"Occurance","1"
"3484","CALL.1.1156",1,"Call Received",2012-06-18 02:56:13,"Occurance","1"
"3485","CALL.1.1157",1,"Call Received",2012-06-18 17:50:01,"Occurance","1"
"3486","CALL.1.1158",1,"Call Received",2012-06-19 09:51:57,"Occurance","1"
"3487","CALL.1.1159",1,"Call Received",2012-06-20 00:08:11,"Occurance","1"
"3488","CALL.1.1160",1,"Call Received",2012-06-20 15:14:53,"Occurance","1"
"3489","CALL.1.1161",1,"Call Received",2012-06-21 16:27:41,"Occurance","1"
"3490","CALL.1.1162",1,"Call Received",2012-06-22 01:19:38,"Occurance","1"
"3491","CALL.1.1163",1,"Call Received",2012-06-24 08:36:12,"Occurance","1"
"3492","CALL.1.1164",1,"Call Received",2012-06-24 18:55:38,"Occurance","1"
"3493","CALL.1.1165",1,"Call Received",2012-06-25 13:27:55,"Occurance","1"
"3494","CALL.1.1166",1,"Call Received",2012-06-26 07:47:52,"Occurance","1"
"3495","CALL.1.1167",1,"Call Received",2012-06-26 18:25:20,"Occurance","1"
"3496","CALL.1.1168",1,"Call Received",2012-06-26 21:27:37,"Occurance","1"
"3497","CALL.1.1169",1,"Call Received",2012-06-27 09:57:08,"Occurance","1"
"3498","CALL.1.1170",1,"Call Received",2012-06-27 15:15:19,"Occurance","1"
"3499","CALL.1.1171",1,"Call Received",2012-06-28 14:13:34,"Occurance","1"
"3500","CALL.1.1172",1,"Call Received",2012-06-30 04:07:28,"Occurance","1"
"3501","CALL.1.1173",1,"Call Received",2012-06-30 04:57:22,"Occurance","1"
"3502","CALL.1.1174",1,"Call Received",2012-06-30 18:46:51,"Occurance","1"
"3503","CALL.1.1175",1,"Call Received",2012-07-01 20:46:22,"Occurance","1"
"3504","CALL.1.1176",1,"Call Received",2012-07-03 00:18:37,"Occurance","1"
"3505","CALL.1.1177",1,"Call Received",2012-07-03 14:02:15,"Occurance","1"
"3506","CALL.1.1178",1,"Call Received",2012-07-03 18:37:28,"Occurance","1"
"3507","CALL.1.1179",1,"Call Received",2012-07-04 09:11:41,"Occurance","1"
"3508","CALL.1.1180",1,"Call Received",2012-07-05 08:00:14,"Occurance","1"
"3509","CALL.1.1181",1,"Call Received",2012-07-05 12:33:57,"Occurance","1"
"3510","CALL.1.1182",1,"Call Received",2012-07-05 14:54:36,"Occurance","1"
"3511","CALL.1.1183",1,"Call Received",2012-07-06 09:58:37,"Occurance","1"
"3512","CALL.1.1184",1,"Call Received",2012-07-07 16:10:17,"Occurance","1"
"3513","CALL.1.1185",1,"Call Received",2012-07-08 06:35:16,"Occurance","1"
"3514","CALL.1.1186",1,"Call Received",2012-07-08 16:49:13,"Occurance","1"
"3515","CALL.1.1187",1,"Call Received",2012-07-10 06:09:52,"Occurance","1"
"3516","CALL.1.1188",1,"Call Received",2012-07-10 08:13:27,"Occurance","1"
"3517","CALL.1.1189",1,"Call Received",2012-07-10 12:33:31,"Occurance","1"
"3518","CALL.1.1190",1,"Call Received",2012-07-11 14:22:53,"Occurance","1"
"3519","CALL.1.1191",1,"Call Received",2012-07-13 03:28:59,"Occurance","1"
"3520","CALL.1.1192",1,"Call Received",2012-07-13 19:03:50,"Occurance","1"
"3521","CALL.1.1193",1,"Call Received",2012-07-14 12:56:37,"Occurance","1"
"3522","CALL.1.1194",1,"Call Received",2012-07-14 15:20:30,"Occurance","1"
"3523","CALL.1.1195",1,"Call Received",2012-07-14 16:21:22,"Occurance","1"
"3524","CALL.1.1196",1,"Call Received",2012-07-15 16:23:21,"Occurance","1"
"3525","CALL.1.1197",1,"Call Received",2012-07-15 22:44:06,"Occurance","1"
"3526","CALL.1.1198",1,"Call Received",2012-07-16 17:34:41,"Occurance","1"
"3527","CALL.1.1199",1,"Call Received",2012-07-17 00:04:48,"Occurance","1"
"3528","CALL.1.1200",1,"Call Received",2012-07-17 08:14:58,"Occurance","1"
"3529","CALL.1.1201",1,"Call Received",2012-07-17 15:16:39,"Occurance","1"
"3530","CALL.1.1202",1,"Call Received",2012-07-18 05:03:53,"Occurance","1"
"3531","CALL.1.1203",1,"Call Received",2012-07-18 12:55:51,"Occurance","1"
"3532","CALL.1.1204",1,"Call Received",2012-07-18 13:04:56,"Occurance","1"
"3533","CALL.1.1205",1,"Call Received",2012-07-18 20:06:46,"Occurance","1"
"3534","CALL.1.1206",1,"Call Received",2012-07-18 20:59:25,"Occurance","1"
"3535","CALL.1.1207",1,"Call Received",2012-07-19 03:38:14,"Occurance","1"
"3536","CALL.1.1208",1,"Call Received",2012-07-19 05:16:17,"Occurance","1"
"3537","CALL.1.1209",1,"Call Received",2012-07-19 18:59:12,"Occurance","1"
"3538","CALL.1.1210",1,"Call Received",2012-07-19 19:23:00,"Occurance","1"
"3539","CALL.1.1211",1,"Call Received",2012-07-20 22:55:12,"Occurance","1"
"3540","CALL.1.1212",1,"Call Received",2012-07-20 22:59:53,"Occurance","1"
"3541","CALL.1.1213",1,"Call Received",2012-07-22 18:12:59,"Occurance","1"
"3542","CALL.1.1214",1,"Call Received",2012-07-22 23:06:25,"Occurance","1"
"3543","CALL.1.1215",1,"Call Received",2012-07-25 01:58:22,"Occurance","1"
"3544","CALL.1.1216",1,"Call Received",2012-07-25 04:07:27,"Occurance","1"
"3545","CALL.1.1217",1,"Call Received",2012-07-25 08:58:22,"Occurance","1"
"3546","CALL.1.1218",1,"Call Received",2012-07-26 22:16:11,"Occurance","1"
"3547","CALL.1.1219",1,"Call Received",2012-07-27 09:40:23,"Occurance","1"
"3548","CALL.1.1220",1,"Call Received",2012-07-27 22:29:23,"Occurance","1"
"3549","CALL.1.1221",1,"Call Received",2012-07-28 11:04:48,"Occurance","1"
"3550","CALL.1.1222",1,"Call Received",2012-07-29 17:58:58,"Occurance","1"
"3551","CALL.1.1223",1,"Call Received",2012-07-29 22:46:15,"Occurance","1"
"3552","CALL.1.1224",1,"Call Received",2012-07-30 18:03:50,"Occurance","1"
"3553","CALL.1.1225",1,"Call Received",2012-07-30 22:58:13,"Occurance","1"
"3554","CALL.1.1226",1,"Call Received",2012-07-31 10:26:12,"Occurance","1"
"3555","CALL.1.1227",1,"Call Received",2012-08-01 10:51:11,"Occurance","1"
"3556","CALL.1.1228",1,"Call Received",2012-08-01 21:29:20,"Occurance","1"
"3557","CALL.1.1229",1,"Call Received",2012-08-01 23:37:23,"Occurance","1"
"3558","CALL.1.1230",1,"Call Received",2012-08-02 03:18:11,"Occurance","1"
"3559","CALL.1.1231",1,"Call Received",2012-08-02 03:55:58,"Occurance","1"
"3560","CALL.1.1232",1,"Call Received",2012-08-03 06:49:44,"Occurance","1"
"3561","CALL.1.1233",1,"Call Received",2012-08-03 10:41:10,"Occurance","1"
"3562","CALL.1.1234",1,"Call Received",2012-08-03 23:30:25,"Occurance","1"
"3563","CALL.1.1235",1,"Call Received",2012-08-05 01:42:40,"Occurance","1"
"3564","CALL.1.1236",1,"Call Received",2012-08-06 22:51:38,"Occurance","1"
"3565","CALL.1.1237",1,"Call Received",2012-08-07 00:43:36,"Occurance","1"
"3566","CALL.1.1238",1,"Call Received",2012-08-08 09:03:19,"Occurance","1"
"3567","CALL.1.1239",1,"Call Received",2012-08-08 17:22:59,"Occurance","1"
"3568","CALL.1.1240",1,"Call Received",2012-08-08 18:53:35,"Occurance","1"
"3569","CALL.1.1241",1,"Call Received",2012-08-09 01:12:06,"Occurance","1"
"3570","CALL.1.1242",1,"Call Received",2012-08-09 12:59:49,"Occurance","1"
"3571","CALL.1.1243",1,"Call Received",2012-08-10 00:30:55,"Occurance","1"
"3572","CALL.1.1244",1,"Call Received",2012-08-10 02:45:16,"Occurance","1"
"3573","CALL.1.1245",1,"Call Received",2012-08-10 04:12:55,"Occurance","1"
"3574","CALL.1.1246",1,"Call Received",2012-08-10 18:04:59,"Occurance","1"
"3575","CALL.1.1247",1,"Call Received",2012-08-10 18:06:02,"Occurance","1"
"3576","CALL.1.1248",1,"Call Received",2012-08-12 11:52:30,"Occurance","1"
"3577","CALL.1.1249",1,"Call Received",2012-08-13 00:19:49,"Occurance","1"
"3578","CALL.1.1250",1,"Call Received",2012-08-13 10:26:50,"Occurance","1"
"3579","CALL.1.1251",1,"Call Received",2012-08-15 04:58:09,"Occurance","1"
"3580","CALL.1.1252",1,"Call Received",2012-08-16 08:02:08,"Occurance","1"
"3581","CALL.1.1253",1,"Call Received",2012-08-16 08:16:56,"Occurance","1"
"3582","CALL.1.1254",1,"Call Received",2012-08-16 18:21:35,"Occurance","1"
"3583","CALL.1.1255",1,"Call Received",2012-08-17 00:45:20,"Occurance","1"
"3584","CALL.1.1256",1,"Call Received",2012-08-18 13:57:33,"Occurance","1"
"3585","CALL.1.1257",1,"Call Received",2012-08-19 11:31:41,"Occurance","1"
"3586","CALL.1.1258",1,"Call Received",2012-08-20 04:10:11,"Occurance","1"
"3587","CALL.1.1259",1,"Call Received",2012-08-20 22:43:27,"Occurance","1"
"3588","CALL.1.1260",1,"Call Received",2012-08-20 23:18:22,"Occurance","1"
"3589","CALL.1.1261",1,"Call Received",2012-08-21 03:22:20,"Occurance","1"
"3590","CALL.1.1262",1,"Call Received",2012-08-21 09:02:04,"Occurance","1"
"3591","CALL.1.1263",1,"Call Received",2012-08-22 08:05:47,"Occurance","1"
"3592","CALL.1.1264",1,"Call Received",2012-08-23 05:00:03,"Occurance","1"
"3593","CALL.1.1265",1,"Call Received",2012-08-23 11:28:28,"Occurance","1"
"3594","CALL.1.1266",1,"Call Received",2012-08-23 18:25:05,"Occurance","1"
"3595","CALL.1.1267",1,"Call Received",2012-08-24 15:21:17,"Occurance","1"
"3596","CALL.1.1268",1,"Call Received",2012-08-24 17:21:43,"Occurance","1"
"3597","CALL.1.1269",1,"Call Received",2012-08-25 10:20:11,"Occurance","1"
"3598","CALL.1.1270",1,"Call Received",2012-08-26 00:07:50,"Occurance","1"
"3599","CALL.1.1271",1,"Call Received",2012-08-26 09:43:00,"Occurance","1"
"3600","CALL.1.1272",1,"Call Received",2012-08-26 14:36:46,"Occurance","1"
"3601","CALL.1.1273",1,"Call Received",2012-08-27 09:49:57,"Occurance","1"
"3602","CALL.1.1274",1,"Call Received",2012-08-27 19:07:21,"Occurance","1"
"3603","CALL.1.1275",1,"Call Received",2012-08-27 20:19:41,"Occurance","1"
"3604","CALL.1.1276",1,"Call Received",2012-08-28 11:47:33,"Occurance","1"
"3605","CALL.1.1277",1,"Call Received",2012-08-29 22:33:34,"Occurance","1"
"3606","CALL.1.1278",1,"Call Received",2012-08-30 16:17:47,"Occurance","1"
"3607","CALL.1.1279",1,"Call Received",2012-08-31 01:26:22,"Occurance","1"
"3608","CALL.1.1280",1,"Call Received",2012-09-02 03:39:23,"Occurance","1"
"3609","CALL.1.1281",1,"Call Received",2012-09-02 20:09:49,"Occurance","1"
"3610","CALL.1.1282",1,"Call Received",2012-09-03 11:21:25,"Occurance","1"
"3611","CALL.1.1283",1,"Call Received",2012-09-03 12:30:31,"Occurance","1"
"3612","CALL.1.1284",1,"Call Received",2012-09-03 21:08:42,"Occurance","1"
"3613","CALL.1.1285",1,"Call Received",2012-09-04 22:34:01,"Occurance","1"
"3614","CALL.1.1286",1,"Call Received",2012-09-06 05:08:28,"Occurance","1"
"3615","CALL.1.1287",1,"Call Received",2012-09-06 21:36:38,"Occurance","1"
"3616","CALL.1.1288",1,"Call Received",2012-09-06 22:02:52,"Occurance","1"
"3617","CALL.1.1289",1,"Call Received",2012-09-07 10:56:28,"Occurance","1"
"3618","CALL.1.1290",1,"Call Received",2012-09-07 22:05:08,"Occurance","1"
"3619","CALL.1.1291",1,"Call Received",2012-09-08 01:19:24,"Occurance","1"
"3620","CALL.1.1292",1,"Call Received",2012-09-08 09:19:45,"Occurance","1"
"3621","CALL.1.1293",1,"Call Received",2012-09-08 17:00:27,"Occurance","1"
"3622","CALL.1.1294",1,"Call Received",2012-09-09 11:28:05,"Occurance","1"
"3623","CALL.1.1295",1,"Call Received",2012-09-10 01:18:17,"Occurance","1"
"3624","CALL.1.1296",1,"Call Received",2012-09-10 13:20:51,"Occurance","1"
"3625","CALL.1.1297",1,"Call Received",2012-09-11 02:27:49,"Occurance","1"
"3626","CALL.1.1298",1,"Call Received",2012-09-12 03:07:44,"Occurance","1"
"3627","CALL.1.1299",1,"Call Received",2012-09-12 23:24:47,"Occurance","1"
"3628","CALL.1.1300",1,"Call Received",2012-09-15 21:25:36,"Occurance","1"
"3629","CALL.1.1301",1,"Call Received",2012-09-17 11:21:51,"Occurance","1"
"3630","CALL.1.1302",1,"Call Received",2012-09-18 16:07:49,"Occurance","1"
"3631","CALL.1.1303",1,"Call Received",2012-09-19 00:44:57,"Occurance","1"
"3632","CALL.1.1304",1,"Call Received",2012-09-19 14:45:00,"Occurance","1"
"3633","CALL.1.1305",1,"Call Received",2012-09-19 23:22:51,"Occurance","1"
"3634","CALL.1.1306",1,"Call Received",2012-09-20 05:56:34,"Occurance","1"
"3635","CALL.1.1307",1,"Call Received",2012-09-21 16:11:27,"Occurance","1"
"3636","CALL.1.1308",1,"Call Received",2012-09-22 09:44:02,"Occurance","1"
"3637","CALL.1.1309",1,"Call Received",2012-09-23 02:48:17,"Occurance","1"
"3638","CALL.1.1310",1,"Call Received",2012-09-23 21:05:53,"Occurance","1"
"3639","CALL.1.1311",1,"Call Received",2012-09-24 15:05:34,"Occurance","1"
"3640","CALL.1.1312",1,"Call Received",2012-09-24 19:41:21,"Occurance","1"
"3641","CALL.1.1313",1,"Call Received",2012-09-25 09:05:07,"Occurance","1"
"3642","CALL.1.1314",1,"Call Received",2012-09-27 10:41:56,"Occurance","1"
"3643","CALL.1.1315",1,"Call Received",2012-09-28 04:16:38,"Occurance","1"
"3644","CALL.1.1316",1,"Call Received",2012-09-29 01:59:41,"Occurance","1"
"3645","CALL.1.1317",1,"Call Received",2012-09-29 03:36:12,"Occurance","1"
"3646","CALL.1.1318",1,"Call Received",2012-09-29 11:17:17,"Occurance","1"
"3647","CALL.1.1319",1,"Call Received",2012-09-30 05:40:23,"Occurance","1"
"3648","CALL.1.1320",1,"Call Received",2012-09-30 18:04:21,"Occurance","1"
"3649","CALL.1.1321",1,"Call Received",2012-10-01 13:16:59,"Occurance","1"
"3650","CALL.1.1322",1,"Call Received",2012-10-02 02:18:34,"Occurance","1"
"3651","CALL.1.1323",1,"Call Received",2012-10-02 12:51:58,"Occurance","1"
"3652","CALL.1.1324",1,"Call Received",2012-10-03 05:25:59,"Occurance","1"
"3653","CALL.1.1325",1,"Call Received",2012-10-03 10:59:35,"Occurance","1"
"3654","CALL.1.1326",1,"Call Received",2012-10-03 17:31:41,"Occurance","1"
"3655","CALL.1.1327",1,"Call Received",2012-10-04 08:12:35,"Occurance","1"
"3656","CALL.1.1328",1,"Call Received",2012-10-04 15:32:19,"Occurance","1"
"3657","CALL.1.1329",1,"Call Received",2012-10-06 15:39:09,"Occurance","1"
"3658","CALL.1.1330",1,"Call Received",2012-10-07 21:12:16,"Occurance","1"
"3659","CALL.1.1331",1,"Call Received",2012-10-08 21:09:00,"Occurance","1"
"3660","CALL.1.1332",1,"Call Received",2012-10-09 19:55:05,"Occurance","1"
"3661","CALL.1.1333",1,"Call Received",2012-10-10 13:44:42,"Occurance","1"
"3662","CALL.1.1334",1,"Call Received",2012-10-10 19:41:50,"Occurance","1"
"3663","CALL.1.1335",1,"Call Received",2012-10-10 23:34:45,"Occurance","1"
"3664","CALL.1.1336",1,"Call Received",2012-10-11 08:44:36,"Occurance","1"
"3665","CALL.1.1337",1,"Call Received",2012-10-11 17:28:40,"Occurance","1"
"3666","CALL.1.1338",1,"Call Received",2012-10-11 17:38:57,"Occurance","1"
"3667","CALL.1.1339",1,"Call Received",2012-10-12 01:02:37,"Occurance","1"
"3668","CALL.1.1340",1,"Call Received",2012-10-12 14:11:38,"Occurance","1"
"3669","CALL.1.1341",1,"Call Received",2012-10-13 20:22:25,"Occurance","1"
"3670","CALL.1.1342",1,"Call Received",2012-10-15 08:30:14,"Occurance","1"
"3671","CALL.1.1343",1,"Call Received",2012-10-18 19:44:32,"Occurance","1"
"3672","CALL.1.1344",1,"Call Received",2012-10-20 03:47:27,"Occurance","1"
"3673","CALL.1.1345",1,"Call Received",2012-10-20 20:03:00,"Occurance","1"
"3674","CALL.1.1346",1,"Call Received",2012-10-20 22:47:53,"Occurance","1"
"3675","CALL.1.1347",1,"Call Received",2012-10-21 13:37:12,"Occurance","1"
"3676","CALL.1.1348",1,"Call Received",2012-10-22 06:40:29,"Occurance","1"
"3677","CALL.1.1349",1,"Call Received",2012-10-22 23:29:42,"Occurance","1"
"3678","CALL.1.1350",1,"Call Received",2012-10-23 04:09:06,"Occurance","1"
"3679","CALL.1.1351",1,"Call Received",2012-10-23 04:57:10,"Occurance","1"
"3680","CALL.1.1352",1,"Call Received",2012-10-23 22:23:28,"Occurance","1"
"3681","CALL.1.1353",1,"Call Received",2012-10-23 22:27:30,"Occurance","1"
"3682","CALL.1.1354",1,"Call Received",2012-10-26 04:48:00,"Occurance","1"
